Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,category
VerSe Innovation,Media,unknown,450000000.0,Bangalore,2021,Other
MetroRide,Transportation,unknown,111909478.7413793,Bangalore,2021,Autommotive $ Transportation
Miko,Consumer Electronics,unknown,28000000.0,Mumbai,2021,Other
Whiz League,EdTech,unknown,300000.0,New Delhi,2021,Technology
Hash,Tobacco,unknown,3500000.0,New Delhi,2021,Other
Unacademy,EdTech,unknown,111909478.7413793,Bangalore,2021,Technology
Log 9 Materials,Deeptech,Series A to Series H,8500000.0,Bangalore,2021,Technology
upGrad,EdTech,unknown,25000000.0,Mumbai,2021,Technology
FlashPrep,EdTech,Early Stage,500000.0,Bangalore,2021,Technology
Kenko Health,Insuretech,Early Stage,1700000.0,Mumbai,2021,Technology
Wiz Freight,Logistics & Supply Chain,Early Stage,3500000.0,Chennai,2021,Autommotive $ Transportation
Credgenics,Financial Services,Series A to Series H,25000000.0,New Delhi,2021,Consulting & Services
BlueLearn,EdTech,Early Stage,400000.0,Goa,2021,Technology
NimbleBox.ai,MLOps platform,Early Stage,1000000.0,Chennai,2021,Other
Pickrr,Logistics & Supply Chain,Series A to Series H,12000000.0,Gurugram,2021,Autommotive $ Transportation
Stellaris Venture Partners,Venture Capital,unknown,225000000.0,Bangalore,2021,Other
Grip Invest,Financial Services,Series A to Series H,3000000.0,Gurugram,2021,Consulting & Services
Heads Up For Tails,Pet care,Series A to Series H,37000000.0,New Delhi,2021,Other
Blue Tokai Coffee Roasters,Food & Beverages,Early Stage,2000000.0,New Delhi,2021,Food & Agriculture
Neeman,Consumer Goods,Series A to Series H,2000000.0,Hyderabad,2021,Other
BharatPe,FinTech,Series A to Series H,370000000.0,New Delhi,2021,Technology
GoSats,FinTech,Early Stage,700000.0,Bangalore,2021,Technology
StockGro,FinTech,Early Stage,5000000.0,Bangalore,2021,Technology
Onsurity,Healthcare,Series A to Series H,16000000.0,Bangalore,2021,Healthcare
Khabri,Media,Early Stage,2000000.0,Gurugram,2021,Other
Celcius,Logistics,unknown,500000.0,Mumbai,2021,Autommotive $ Transportation
AyuRythm,Healthcare,Early Stage,111909478.7413793,Bangalore,2021,Healthcare
Enguru,EdTech,Early Stage,111909478.7413793,Bangalore,2021,Technology
Rocket Skills,EdTech,Early Stage,200000.0,Gurugram,2021,Technology
RenewBuy,FinTech,Series A to Series H,10000000.0,Gurugram,2021,Technology
Faarms,AgriTech,Early Stage,2000000.0,Bangalore,2021,Technology
UrbanMatrix Technologies,Drone,unknown,100000.0,Chennai,2021,Other
Jupiter,Banking,Series A to Series H,44000000.0,Mumbai,2021,Finance $ Banking
Pixuate,Deeptech,Early Stage,1000000.0,Bangalore,2021,Technology
Playo,SportsTech,Early Stage,500000.0,Bangalore,2021,Technology
Toothsi,Health,Series A to Series H,20000000.0,Mumbai,2021,Healthcare
Soothe Healthcare,Consumer Goods,Series A to Series H,10000000.0,New Delhi,2021,Other
Goodmeetings,Computer software,Series A to Series H,1700000.0,Bangalore,2021,Technology
Apnaklub,Wholesale,Early Stage,3500000.0,Bangalore,2021,Other
ChefKart,Consumer Goods,Early Stage,300000.0,Gurugram,2021,Other
Fashinza,Apparel & Fashion,Series A to Series H,20000000.0,Gurugram,2021,Other
Fabheads,Industrial Automation,Early Stage,111909478.7413793,Chennai,2021,Autommotive $ Transportation
QuickShift,Logistics & Supply Chain,Early Stage,770000.0,Pune,2021,Autommotive $ Transportation
StackBOX,Logistics & Supply Chain,unknown,1200000.0,Bangalore,2021,Autommotive $ Transportation
MedPrime Technologies,Healthcare,Early Stage,111909478.7413793,Thane,2021,Healthcare
infra.market,Construction,Series A to Series H,125000000.0,Thane,2021,Other
CollegeDekho,E-learning,Series A to Series H,35000000.0,Gurgaon,2021,Other
BOX8,Food & Beverages,unknown,40000000.0,Mumbai,2021,Food & Agriculture
Simpl,Consumer Services,Series A to Series H,40000000.0,Bangalore,2021,Consulting & Services
8i Ventures,Venture Capital & Private Equity,unknown,50000000.0,Mumbai,2021,Other
PayGlocal,Financial Services,Series A to Series H,4900000.0,Bangalore,2021,Consulting & Services
Curefit,Health,unknown,145000000.0,Bangalore,2021,Healthcare
Pocket FM,OTT,Series A to Series H,22000000.0,Bangalore,2021,Other
CHARGE+ZONE,Automotive,unknown,10000000.0,Vadodara,2021,Autommotive $ Transportation
PlanetSpark,Education Management,Series A to Series H,13000000.0,Gurugram,2021,Other
LenDenClub,Financial Services,Series A to Series H,10000000.0,Mumbai,2021,Consulting & Services
CometChat,Computer Software,Series A to Series H,10000000.0,Mumbai,2021,Technology
AgroStar,AgriTech,Series A to Series H,70000000.0,Pune,2021,Technology
Bizongo,Information Technology & Services,Series A to Series H,100000000.0,Mumbai,2021,Technology
Probus Insurance,Insurance,unknown,6700000.0,Mumbai,2021,Finance $ Banking
MoEngage,Software Startup,Series A to Series H,30000000.0,Bangalore,2021,Technology
CloudSEK,Computer & Network Security,Series A to Series H,7000000.0,Bangalore,2021,Other
Exponent Energy,Automotive,Early Stage,5000000.0,Bangalore,2021,Autommotive $ Transportation
Trinkerr,Capital Markets,Series A to Series H,6600000.0,Bangalore,2021,E-Commerce & Marketplace
Zorro,Social network,Early Stage,32000000.0,Gurugram,2021,Other
Ultraviolette,Automotive,Series A to Series H,150000000.0,Bangalore,2021,Autommotive $ Transportation
NephroPlus,Hospital & Health Care,Series A to Series H,24000000.0,Hyderabad,2021,Healthcare
Unremot,Information Technology & Services,Early Stage,700000.0,Bangalore,2021,Technology
FanAnywhere,Financial Services,Early Stage,111909478.7413793,Bangalore,2021,Consulting & Services
PingoLearn,E-learning,unknown,200000.0,Pune,2021,Other
Spry,Music,Early Stage,1500000.0,Mumbai,2021,Other
Enmovil,Information Technology & Services,Early Stage,1300000.0,Hyderabad,2021,Technology
ASQI Advisors,Financial Services,Early Stage,1000000.0,Mumbai,2021,Consulting & Services
Insurance Samadhan,Insurance,Early Stage,725000.0,New Delhi,2021,Finance $ Banking
Evenflow Brands,Consumer Goods,unknown,500000.0,Mumbai,2021,Other
Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,unknown,0.0,Pharmaceuticals	#REF!,2021,Healthcare
MoEVing,MoEVing is Indias only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,unknown,0.0,Gurugram,2021,Technology
Pristyn Care,Hospital & Health Care,Series A to Series H,96000000.0,Gurugram,2021,Healthcare
Plix,Health,Series A to Series H,5000000.0,Mumbai,2021,Healthcare
Uni Cards,Financial Services,Series A to Series H,70000000.0,Bangalore,2021,Consulting & Services
Practically,E-learning,unknown,5000000.0,Hyderabad,2021,Other
Nestasia,Retail,Series A to Series H,4000000.0,Kolkata,2021,Other
Vedic Cosmeceuticals,Cosmetics,Series A to Series H,32000000.0,Noida,2021,Other
Juspay,FinTech,Series A to Series H,60000000.0,Bangalore,2021,Technology
TranZact,Information Technology & Services,Series A to Series H,7000000.0,Mumbai,2021,Technology
Atomberg,Consumer Electronics,unknown,20000000.0,Mumbai,2021,Other
Ola,Mobility,unknown,500000000.0,Bangalore,2021,Other
Mohalla Tech,Social media,Series A to Series H,266000000.0,Bangalore,2021,Other
Stack,Financial Services,Early Stage,4500000.0,Bangalore,2021,Consulting & Services
PropReturns,Real Estate,unknown,1200000.0,Mumbai,2021,Real Estate $ Property
WeSkill,E-learning,Early Stage,4000000.0,Gurugram,2021,Other
Fitpage,Health,unknown,300000.0,Mumbai,2021,Healthcare
ShopMyLooks,Digital platform,unknown,200000.0,Noida,2021,Other
ByteLearn,E-learning,Early Stage,9500000.0,Noida,2021,Other
Dista,Computer Software,Early Stage,1200000.0,Pune,2021,Technology
OfBusiness,Financial Services,unknown,325000000.0,Gurugram,2021,Consulting & Services
Bizongo,B2B Ecommerce,Series A to Series H,100000000.0,Mumbai,2021,E-Commerce & Marketplace
FRND,Online Media,Series A to Series H,6500000.0,Bangalore,2021,Other
Metadome,Computer Software,Early Stage,4000000.0,Bangalore,2021,Technology
Keka HR,Information Technology & Services,unknown,1600000.0,Hyderabad,2021,Technology
The Gourmet Jar,Food & Beverages,unknown,150000.0,Noida,2021,Food & Agriculture
Flo Mobility,Industrial Automation,unknown,400000.0,Bangalore,2021,Autommotive $ Transportation
Yodacart,E-commerce,Early Stage,225000.0,Thane,2021,E-Commerce & Marketplace
TheHouseMonk,Real Estate,unknown,5000000.0,Bangalore,2021,Real Estate $ Property
Zepto,E-commerce,unknown,100000000.0,Bangalore,2021,E-Commerce & Marketplace
Sirona Hygiene,Health,unknown,10000000.0,New Delhi,2021,Healthcare
Jumbotail,B2B Ecommerce,Series A to Series H,85000000.0,Bangalore,2021,E-Commerce & Marketplace
Captain Fresh,Logistics & Supply Chain,Series A to Series H,40000000.0,Bangalore,2021,Autommotive $ Transportation
Deciwood,Consumer Electronics,unknown,200000.0,New Delhi,2021,Other
Kohbee,E-learning,Early Stage,235000.0,Bangalore,2021,Other
Perfora,Consumer Goods,Early Stage,260000.0,Gurugram,2021,Other
Unbox Robotics,Logistics & Supply Chain,Series A to Series H,7000000.0,Pune,2021,Autommotive $ Transportation
Ninety One,Consumer Goods,Series A to Series H,30000000.0,Ahmedabad,2021,Other
Gobillion,Social commerce,Early Stage,2900000.0,New Delhi,2021,E-Commerce & Marketplace
RIPPLR,Logistics & Supply Chain,Early Stage,12000000.0,Bangalore,2021,Autommotive $ Transportation
SK Finance,Financial Services,Series A to Series H,53000000.0,Jaipur,2021,Consulting & Services
Eggoz,Food & Beverages,Series A to Series H,3500000.0,Gurugram,2021,Food & Agriculture
Fabriclore,Apparel & Fashion,Early Stage,700000.0,Jaipur,2021,Other
Veefin,Information Technology & Services,unknown,3000000.0,Mumbai,2021,Technology
Verandah,Apparel & Fashion,Early Stage,1000000.0,Mumbai,2021,Other
Karkinos Healthcare,Hospital & Health Care,unknown,111909478.7413793,Mumbai,2021,Healthcare
OWO Technologies,Food & Beverages,Early Stage,3000000.0,Gurugram,2021,Food & Agriculture
EsportsXO,Mobile Games,Early Stage,1100000.0,Bangalore,2021,Other
Zorgers,Hospital & Health Care,unknown,111909478.7413793,Mohali,2021,Healthcare
BangDB,Computer Software,unknown,111909478.7413793,Bangalore,2021,Technology
Neobank Jupiter,Banking,Series A to Series H,86000000.0,Mumbai,2021,Finance $ Banking
Skippi Ice Pops,Food Production,unknown,130000.0,Hyderabad,2021,Food & Agriculture
Glii,Dating,Early Stage,10000.0,Noida,2021,Other
GlobalBees,E-commerce,Series A to Series H,111000000.0,New Delhi,2021,E-Commerce & Marketplace
Mamaearth,Health,unknown,37000000.0,Gurugram,2021,Healthcare
SecureNow,Insurance,Series A to Series H,6000000.0,Gurugram,2021,Finance $ Banking
Vendor Infra,Construction,unknown,265000.0,Gurugram,2021,Other
Hakuna Matata,Information Technology & Services,unknown,1000000.0,Chennai,2021,Technology
OneCard,Financial Services,unknown,76000000.0,Pune,2021,Consulting & Services
Doubtnut,EdTech,Series A to Series H,30000000.0,Gurugram,2021,Technology
Hubhopper,Podcast,unknown,0.0,New Delhi,2021,Other
Infra.Market,Construction,Series A to Series H,100000000.0,Thane,2021,Other
Comofi Medtech,HeathTech,unknown,200000.0,Bangalore,2021,Technology
Battery Smart,Battery,Early Stage,0.0,New Delhi,2021,Other
Kutuki,EdTech,Early Stage,2000000.0,Bangalore,2021,Technology
Onelife,Healthcare,unknown,0.0,Mumbai,2021,Healthcare
Eupheus,EdTech,Series A to Series H,4000000.0,New Delhi,2021,Technology
KreditBee,FinTech,Series A to Series H,75000000.0,Bangalore,2021,Technology
Pencil,Content publishing,Early Stage,1000000.0,Mumbai,2021,Other
Aisle,Dating,Early Stage,0.0,Bangalore,2021,Other
Marquee Equity,FinTech,unknown,3800000.0,Mumbai,2021,Technology
UptimeAI,AI startup,Early Stage,1500000.0,Bangalore,2021,Other
WizKlub,EdTech,Early Stage,800000.0,Bangalore,2021,Technology
Zolve,FinTech,Early Stage,15000000.0,Bangalore,2021,Technology
MediBuddy,EdTech,Later Stage,3000000.0,Bangalore,2021,Technology
Pariksha,EdTech,Early Stage,2000000.0,Pune,2021,Technology
Express Stores,E-commerce,Early Stage,1000000.0,Gurugram,2021,E-Commerce & Marketplace
Avataar Ventures,FinTech,unknown,100000000.0,Bangalore,2021,Technology
Zingbus,Transportation,Early Stage,0.0,Haryana,2021,Autommotive $ Transportation
Phable,HealthTech,Series A to Series H,12000000.0,Bangalore,2021,Technology
Codingal,EdTech,unknown,0.0,Bangalore,2021,Technology
Supply6,Helathcare,Early Stage,100000.0,Bangalore,2021,Other
Swajal,Water purification,Early Stage,1600000.0,Gurugram,2021,Other
BharatPe,FinTech,Series A to Series H,100000000.0,New Delhi,2021,Technology
Filo,EdTech,Early Stage,260000.0,New Delhi,2021,Technology
Method & Madness,Real Estate,Early Stage,2000000.0,Mumbai,2021,Real Estate $ Property
EduFund,FinTech,Early Stage,300000.0,Gujarat,2021,Technology
Pepperfry,E-commerce,Later Stage,30000000.0,Mumbai,2021,E-Commerce & Marketplace
Zingavita,HealthTech,unknown,400000.0,Chandigarh,2021,Technology
Hypd Store,Content commerce,Early Stage,0.0,New Delhi,2021,E-Commerce & Marketplace
VerSe Innovation,Innovation Management,Series A to Series H,1000000000.0,Bangalore,2021,Other
Supersourcing,Software company,Early Stage,200000.0,Indore,2021,Technology
AutomataPi,Automation,Early Stage,400000.0,Powai,2021,Autommotive $ Transportation
Newton School,EdTech,Series A to Series H,5000000.0,Bangalore,2021,Technology
TenderCuts,Food Industry,unknown,15000000.0,Chennai,2021,Food & Agriculture
Siply,FinTech,Early Stage,1000000.0,Bangalore,2021,Technology
SarvaGram,FinTech,Series A to Series H,10000000.0,Mumbai,2021,Technology
Unlu,Celebrity Engagement,Early Stage,1000000.0,Gurugram,2021,Other
GlobalFair,Trading platform,Early Stage,2000000.0,Gurugram,2021,Other
Eduvanz,FinTech,Later Stage,10000000.0,Mumbai,2021,Technology
OwO,E-commerce,unknown,200000.0,Gurugram,2021,E-Commerce & Marketplace
Progcap,FinTech,Later Stage,1000000.0,New Delhi,2021,Technology
ABL Workspaces,Hospitality,Early Stage,600000.0,New Delhi,2021,Other
Nazara Technologies,Gaming,unknown,10000000.0,Mumbai,2021,Other
Scentials,Personal Care,unknown,6000000.0,Mumbai,2021,Other
SplashLearn,EdTech,Series A to Series H,18000000.0,Gurugram,2021,Technology
Maya,HealthTech,Early Stage,2200000.0,Bangalore,2021,Technology
GoTo,Transportation,unknown,150000.0,Ghaziabad,2021,Autommotive $ Transportation
MediBuddy,HealthTech,Series A to Series H,40000000.0,Bangalore,2021,Technology
Zetwerk,E-commerce,Series A to Series H,120000000.0,Bangalore,2021,E-Commerce & Marketplace
Remedico,Healthcare,unknown,500000.0,Hyderabad,2021,Healthcare
PrepBytes,EdTech,unknown,0.0,Gurugram,2021,Technology
SATYA MicroCapital,FinTech,unknown,20000000.0,New Delhi,2021,Technology
YourPhysio,HealthTech,Early Stage,350000.0,Nagpur,2021,Technology
Aviom Housing Finance,FinTech,Later Stage,1000000.0,New Delhi,2021,Technology
Hemp Horizons,Cannabis startup,Early Stage,200000.0,Noida,2021,Other
MPL,Gaming,unknown,95000000.0,Bangalore,2021,Other
Koo,Blogging,Series A to Series H,4100000.0,Bangalore,2021,Other
InnerHour,Healthcare,Series A to Series H,5200000.0,Mumbai,2021,Healthcare
Origo,AgriTech,Later Stage,10000000.0,Gurugram,2021,Technology
ExMyB,Consulting,Early Stage,0.0,Gurugram,2021,Consulting & Services
Elucidata,BioTechnology,Early Stage,5000000.0,New Delhi,2021,Technology
Saveo,HealthTech,Early Stage,4000000.0,Bangalore,2021,Technology
Qin1,EdTech,Early Stage,0.0,Noida,2021,Technology
DotPe,FinTech,Early Stage,8000000.0,Gurugram,2021,Technology
Taskmo,B2B Marketplace,unknown,1400000.0,Bangalore,2021,E-Commerce & Marketplace
MasterMentors,EdTech,unknown,1500000.0,West Bengal,2021,Technology
KIKO TV,E-commerce,Early Stage,0.0,Mumbai,2021,E-Commerce & Marketplace
Quali55Care,Health care,Early Stage,0.0,Mumbai,2021,Healthcare
Ruptok,FinTech,unknown,10000000.0,New Delhi,2021,Technology
RevFin,FinTech,unknown,0.0,New Delhi,2021,Technology
SeeVC,Tech Startup,Early Stage,1000000.0,New Delhi,2021,Technology
Junio,EdTech,unknown,1000000.0,New Delhi,2021,Technology
VenWiz,B2B service,Early Stage,300000.0,Bangalore,2021,Other
Vista Rooms,Hospitality,unknown,1000000.0,Mumbai,2021,Other
Makers Hive,Tech Startup,unknown,9000000.0,Hyderabad,2021,Technology
Headfone,Social audio,Early Stage,3000000.0,Bangalore,2021,Other
Zouk,Fashion and lifestyle,Early Stage,0.0,Mumbai,2021,Other
MPL,Gaming,unknown,5000000.0,Bangalore,2021,Other
GrowFix,FinTech,Early Stage,2000000.0,Bangalore,2021,Technology
Bombay Shaving Company,Fashion and lifestyle,unknown,6000000.0,New Delhi,2021,Other
Dunzo,Delivery service,Series A to Series H,40000000.0,Bangalore,2021,Other
BeyondSkool,EdTech,Early Stage,2000000.0,Mumbai,2021,Technology
Mindler,EdTech,Early Stage,1000000.0,New Delhi,2021,Technology
Fashinza,B2B Manufacturing,Early Stage,2600000.0,Gurgaon,2021,Other
BharatPe,FinTech,Later Stage,6000000.0,New Delhi,2021,Technology
Turnip,Gaming,Early Stage,1600000.0,Bangalore,2021,Other
Furlenco,Home Decor,unknown,2000000.0,Bangalore,2021,Other
Inficold,Solar,Early Stage,900000.0,New Delhi,2021,Other
KIWI,TaaS startup,Early Stage,250000.0,New Delhi,2021,Other
Digit Insurance,FinTech,unknown,0.0,Bangalore,2021,Technology
BharatPe,FinTech,Later Stage,10000000.0,New Delhi,2021,Technology
MFine,Health care,unknown,16000000.0,Bangalore,2021,Healthcare
Udayy,EdTech,Early Stage,2500000.0,Gurgaon,2021,Technology
Lohum,EV startup,unknown,7000000.0,Noida,2021,Other
Darwinbox,HR Tech,unknown,15000000.0,Hyderabad,2021,Technology
DeHaat,AgriTech,Series A to Series H,30000000.0,Patna,2021,Technology
Samunnati,AgriTech,Later Stage,10000000.0,Chennai,2021,Technology
Biconomy,Blockchain startup,Early Stage,1500000.0,New Delhi,2021,Other
True Elements,Food and Beverages,unknown,1000000.0,Pune,2021,Food & Agriculture
Nao Spirits & Beverages Pvt Ltd,Beverages,Series A to Series H,2000000.0,New Delhi,2021,Food & Agriculture
PurpleTutor,EdTech,Early Stage,300000.0,Mumbai,2021,Technology
Karkhana.io,Manufacturing startup,Early Stage,1500000.0,Mumbai,2021,Other
SSA Finserv,FinTech,unknown,3000000.0,Mumbai,2021,Technology
CoinSwitch Kuber,Cryptocurrency,Series A to Series H,15000000.0,Bangalore,2021,Other
Paperfly,E-commerce,unknown,11000000.0,Bangalore,2021,E-Commerce & Marketplace
Infra.Market,E-commerce,Later Stage,6000000.0,Thane,2021,E-Commerce & Marketplace
ReadyAssist,Vehicle repair startup,Early Stage,1000000.0,Bangalore,2021,Other
Chalo,IT,unknown,7000000.0,Mumbai,2021,Other
Udaan,E-commerce,unknown,280000000.0,Bangalore,2021,E-Commerce & Marketplace
Unacademy,EdTech,unknown,50000000.0,Bangalore,2021,Technology
Ergos,AgriTech,Series A to Series H,3000000.0,Samsitpur,2021,Technology
Bolkar,Social network,unknown,0.0,Bangalore,2021,Other
Wright Research,Advisory firm,Early Stage,0.0,Mumbai,2021,Other
Knocksense,Media,unknown,200000.0,Lucknow,2021,Other
Pariksha,EdTech,unknown,1800000.0,Pune,2021,Technology
Toothsi,Healthcare,Series A to Series H,5000000.0,Mumbai,2021,Healthcare
Jumbotail,Food and Beverages,Series A to Series H,14300000.0,Bangalore,2021,Food & Agriculture
Phi Commerce,FinTech,Series A to Series H,4000000.0,Pune,2021,Technology
Zupee,Gaming,unknown,10000000.0,Gurgaon,2021,Other
Oneiric Gaming,Gaming,unknown,0.0,Chandigarh,2021,Other
Finsall,Insuretech,Early Stage,300000.0,Bangalore,2021,Technology
Legalwiz.in,Legaltech,unknown,500000.0,Ahmedabad,2021,Technology
Practically,EdTech,Early Stage,4000000.0,Telangana,2021,Technology
Cred,FinTech,Series A to Series H,81000000.0,Bangalore,2021,Technology
